Date,Open,High,Low,Close,Adj Close,Volume,RSI,MA,MACD,upper_band,middle_band,lower_band,VWAP
2013-07-12,167.38999938964844,167.92999267578125,167.1300048828125,167.50999450683594,139.94723510742188,104212700,79.97154149512272,162.3828582763672,0.45070491692956693,168.3140179472296,162.43200073242187,156.54998351761415,162.61914529145656
2013-07-15,167.97000122070312,168.38999938964844,167.67999267578125,168.14999389648438,140.48196411132812,69450600,93.62708022694913,163.1750008719308,0.9097429911295478,169.09170823729923,162.68050079345704,156.26929334961486,162.69210939599287
2013-07-16,168.25999450683594,168.36000061035156,167.07000732421875,167.52000427246094,139.95562744140625,88702100,87.82763588803658,163.8142863682338,1.3417944296812436,169.5637400932488,162.83450088500976,156.1052616767707,162.7721069492635
2013-07-17,168.16000366210938,168.47999572753906,167.72999572753906,167.9499969482422,140.3147735595703,92873900,86.52955131334413,164.3721433367048,1.8481407165527344,169.94236501972102,162.94500045776368,155.94763589580634,162.8604071041885
2013-07-18,168.30999755859375,169.27000427246094,168.1999969482422,168.8699951171875,141.0834197998047,103620100,86.50429664205518,164.92857142857142,2.252050937750397,170.6987031935769,163.21600036621095,155.733297538845,162.9726136492993
2013-07-19,168.52000427246094,169.22999572753906,168.30999755859375,169.1699981689453,141.33409118652344,103831700,92.4346652379698,165.55357142857142,2.6299990140474847,171.41057518840992,163.704500579834,155.99842597125806,163.08643338819877
2013-07-22,169.41000366210938,169.74000549316406,169.00999450683594,169.5,141.60980224609375,79428600,91.95890494999976,166.13499995640345,3.1115378355368364,172.02265376469586,164.22600021362305,156.42934666255024,163.1752914029165
2013-07-23,169.8000030517578,169.8300018310547,169.0500030517578,169.13999938964844,141.30905151367188,80829700,90.01016228867059,166.70142800467355,3.3923064011793826,172.14604687874618,164.8300003051758,157.5139537316054,163.2582191466753
2013-07-24,169.7899932861328,169.86000061035156,168.17999267578125,168.52000427246094,140.79100036621094,112914000,84.60813560805538,167.21857125418526,3.616217197516022,172.19036817604402,165.3275001525879,158.4646321291318,163.35846506962346
2013-07-25,168.22000122070312,169.0800018310547,167.94000244140625,168.92999267578125,141.13356018066406,111088600,82.36590840340207,167.64071328299386,3.8101910322140498,172.35126554785762,165.76699981689453,159.18273408593143,163.46097469859865
2013-07-26,168.22000122070312,169.16000366210938,167.52000427246094,169.11000061035156,141.28395080566406,107814600,80.78770552996231,168.00928497314453,3.9191650977501524,172.52473660086696,166.1684997558594,159.8122629108518,163.56007738622904
2013-07-29,168.67999267578125,169.05999755859375,168.11000061035156,168.58999633789062,140.8494873046875,79695000,72.40935612409476,168.25642721993583,3.6615362900953983,172.4059515271106,166.57699966430664,160.74804780150268,163.6244692096811
2013-07-30,169.10000610351562,169.27999877929688,168.19000244140625,168.58999633789062,140.8494873046875,85209600,72.19324945617964,168.49928392682756,3.3853830190805354,172.28168327796516,166.9384994506836,161.59531562340203,163.69151760906124
2013-07-31,168.94000244140625,169.85000610351562,168.49000549316406,168.7100067138672,140.9497833251953,142388700,61.482893825552615,168.58999851771765,2.983973478659607,171.97285952997478,167.3134994506836,162.6541393713924,163.80225458867073
2013-08-01,169.99000549316406,170.80999755859375,169.89999389648438,170.66000366210938,142.57896423339844,110438400,71.25515576962282,168.81499917166573,2.780640235313996,171.71662858685355,167.78249969482422,163.8483708027949,163.91764667161104
2013-08-02,170.27999877929688,170.97000122070312,170.0500030517578,170.9499969482422,142.82118225097656,91116700,69.8300996578651,169.01499938964844,2.6148710984450076,171.66506014793976,168.1789993286133,164.69293850928682,164.01393753998778
2013-08-05,170.57000732421875,170.9600067138672,170.35000610351562,170.6999969482422,142.61233520507812,54072700,73.80236648544931,169.2421417236328,2.3973714388333747,171.55719827998664,168.5164993286133,165.47580037723995,164.06782903052
2013-08-06,170.3699951171875,170.74000549316406,169.35000610351562,169.72999572753906,141.80194091796875,87495000,62.32685926833908,169.3692844935826,2.0859610728728626,171.3768489026447,168.74649887084962,166.11614883905455,164.14072612238004
2013-08-07,169.19000244140625,169.42999267578125,168.5500030517578,169.17999267578125,141.3424530029297,84854700,52.262753885975734,169.39142717633928,1.7585248702611693,170.97770857994706,168.94599838256835,166.91428818518963,164.2028700304616
2013-08-08,169.97999572753906,170.17999267578125,168.92999267578125,169.8000030517578,141.86044311523438,102181300,54.39333126194418,169.4364275251116,1.4831407009026805,170.99927155335035,169.06399841308593,167.1287252728215,164.28477127850957
2013-08-09,169.5800018310547,170.10000610351562,168.72000122070312,169.30999755859375,141.4510498046875,91757700,48.703942712019646,169.422855922154,1.2401273678510734,170.94718314800187,169.15399856567382,167.36081398334576,164.34994644341919
2013-08-12,168.4600067138672,169.30999755859375,168.3800048828125,169.11000061035156,141.28395080566406,68593300,49.79080388342903,169.42071315220423,1.020897400684845,170.93231720458894,169.20199890136718,167.4716805981454,164.39565391648176
2013-08-13,169.41000366210938,169.89999389648438,168.41000366210938,169.61000061035156,141.70166015625,80806000,57.73045040365344,169.49857003348214,0.8448716188088667,170.8516413294928,169.3064987182617,167.76135610703062,164.4539785470105
2013-08-14,169.52999877929688,169.8000030517578,168.6999969482422,168.74000549316406,140.97486877441406,79829200,48.73510952360634,169.48499952043807,0.7185262044270928,170.7816412259511,169.34599914550782,167.91035706506455,164.50082238143136
2013-08-15,167.41000366210938,167.42999267578125,166.08999633789062,166.3800048828125,139.003173828125,152931800,35.91336047051783,169.28999982561385,0.48859092516778446,171.1708916271478,169.22149963378905,167.2721076404303,164.53936162511505
2013-08-16,166.05999755859375,166.6300048828125,165.5,165.8300018310547,138.54368591308594,130868200,35.80252146352261,169.09285736083984,0.3105136186648565,171.5250607845645,169.05449981689452,166.58393884922455,164.56162136583436
2013-08-19,165.63999938964844,166.2100067138672,164.75999450683594,164.77000427246094,137.65809631347656,96437600,32.28206358575413,168.82000078473772,-0.07493542402218623,171.93103639830778,168.81800003051757,165.70496366272735,164.56423656277576
2013-08-20,165.0399932861328,166.1999969482422,164.86000061035156,165.5800018310547,138.33480834960938,89294400,36.355690716218476,168.59642900739397,-0.4235891684507749,172.06681386062976,168.6400001525879,165.21318644454604,164.57590454957526
2013-08-21,165.1199951171875,166.02999877929688,164.19000244140625,164.55999755859375,137.48268127441406,159530500,21.062613101701047,168.16071428571428,-0.821409372182984,172.32522792052092,168.44199981689454,164.55877171326816,164.57558466913264
2013-08-22,164.89999389648438,166.3000030517578,164.88999938964844,166.05999755859375,138.73583984375,101471400,29.191518981259634,167.8114286150251,-1.0545502687112105,172.31560536938744,168.29850006103516,164.28139475268287,164.59433178764812
2013-08-23,166.5500030517578,166.8300018310547,165.77000427246094,166.6199951171875,139.2036895751953,90888900,33.08458750071169,167.51999991280692,-1.1813449370555418,172.2392629257734,168.17399978637695,164.1087366469805,164.6169901763959
2013-08-26,166.7899932861328,167.3000030517578,165.88999938964844,166.0,138.6856689453125,89702100,34.07346887717007,167.25357164655412,-1.376088851537446,172.21754754329845,168.04449996948242,163.87145239566638,164.63209134711448
2013-08-27,164.36000061035156,166.0,163.2100067138672,163.3300018310547,136.4550323486328,158619400,28.850361279090166,166.8357151576451,-1.6371142069498603,172.44408588443264,167.78150024414063,163.11891460384862,164.6074267275643
2013-08-28,163.25999450683594,164.49000549316406,163.0500030517578,163.91000366210938,136.93963623046875,108113000,28.643936703104103,166.41500091552734,-1.8692936041416317,172.48833231786386,167.54150009155273,162.5946678652416,164.59853716740568
2013-08-29,163.5500030517578,165.0399932861328,163.39999389648438,164.1699981689453,137.1568145751953,119200500,31.04717515109708,166.04785810198103,-2.1553192138671875,172.1539477391179,167.21699981689454,162.28005189467117,164.59259816347895
2013-08-30,164.50999450683594,164.52999877929688,163.1699981689453,163.64999389648438,136.72238159179688,134928900,30.331373215088618,165.65785762241907,-2.3764099707970274,171.70559673870417,166.85199966430665,161.99840258990912,164.57803956683424
2013-09-03,165.22999572753906,165.5800018310547,163.6999969482422,164.38999938964844,137.34060668945312,142375100,31.515570021872378,165.28500039236886,-2.360705253405456,171.15137802411883,166.53649978637696,161.9216215486351,164.5750241385905
2013-09-04,164.42999267578125,166.02999877929688,164.1300048828125,165.75,138.47686767578125,97389400,39.767264311250045,165.07142857142858,-2.2581414442796017,170.70940498637097,166.3375,161.96559501362904,164.58777287093403
2013-09-05,165.85000610351562,166.39999389648438,165.72999572753906,165.9600067138672,138.65228271484375,63090500,48.31461499744667,165.04142870221818,-2.057821127084594,170.33984194198064,166.1765007019043,162.01315946182797,164.59735090789758
2013-09-06,166.50999450683594,166.97999572753906,164.47999572753906,166.0399932861328,138.71913146972656,159756500,50.87569485451325,165.05642809186662,-1.916795681684448,169.78644093430339,165.98850021362304,162.1905594929427,164.62240581614347
2013-09-09,166.4499969482422,167.72999572753906,166.4499969482422,167.6300048828125,140.04745483398438,87559300,61.421723779449636,165.2607138497489,-1.5444233234111948,169.45968224981934,165.90450057983398,162.34931890984862,164.650764328566
2013-09-10,168.63999938964844,168.89999389648438,168.25999450683594,168.8699951171875,141.0834197998047,105847200,62.70267977391064,165.49571337018693,-1.230256789769868,169.40346963091798,165.8925003051758,162.3815309794336,164.69831445257753
2013-09-11,168.63999938964844,169.39999389648438,168.35000610351562,169.39999389648438,141.52622985839844,94545900,69.42214950684442,165.84142739432198,-0.9485901074531569,169.34711329680155,165.88199996948242,162.4168866421633,164.74517255693664
2013-09-12,169.33999633789062,169.55999755859375,168.72000122070312,168.9499969482422,141.15029907226562,83209000,62.66433973240256,166.047855922154,-0.6727570753831174,169.39514528902941,165.89249954223632,162.38985379544323,164.78173325566425
2013-09-13,169.1300048828125,169.4600067138672,168.74000549316406,169.3300018310547,141.4677276611328,72727800,62.06592940735275,166.2414278302874,-0.1785266582782583,169.86289828307764,166.03999938964844,162.21710049621925,164.81603805173762
2013-09-16,171.16000366210938,171.24000549316406,170.0399932861328,170.30999755859375,142.28652954101562,106299200,68.59361052817282,166.54928479875838,0.3351909930889292,170.5339531524027,166.26399917602538,161.99404519964807,164.87594294307718
2013-09-17,170.4600067138672,171.11000061035156,170.4600067138672,171.07000732421875,142.92144775390625,82523300,89.97933444621518,167.10214233398438,0.8424990727351371,171.29148218493444,166.5789993286133,161.86651647229215,164.927935159984
2013-09-18,171.00999450683594,173.52000427246094,170.5800018310547,173.0500030517578,144.57568359375,203460600,91.24547779419643,167.754999433245,1.4742946135692137,172.4502778301839,166.95249938964844,161.45472094911298,165.09261368345148
2013-09-19,173.52000427246094,173.60000610351562,172.58999633789062,172.75999450683594,144.33334350585938,146616900,88.65879418656075,168.36857060023718,2.050640595264923,173.31339273897356,167.36249923706055,161.41160573514753,165.2030270402111
2013-09-20,172.3300018310547,172.3300018310547,170.5800018310547,170.72000122070312,143.32424926757812,132867100,77.98893345575799,168.87357112339564,2.38865368182843,173.69472993641256,167.59549942016602,161.49626890391949,165.2740956966736
2013-09-23,170.49000549316406,170.64999389648438,169.38999938964844,169.92999267578125,142.66102600097656,104616500,71.84538572341415,169.26928492954798,2.582947853283997,173.92803146246052,167.7609992980957,161.59396713373087,165.32084557159982
2013-09-24,169.89999389648438,170.52999877929688,169.2100067138672,169.52999877929688,142.32522583007812,106333100,66.12627297606245,169.5392848423549,2.731474069448609,174.09437050709573,167.93749923706054,161.78062796702534,165.36336919597017
2013-09-25,169.63999938964844,169.97999572753906,168.88999938964844,169.0399932861328,141.91384887695312,117306500,62.83327738444011,169.75928388323103,2.684742756378938,173.9979868732519,168.22299880981444,162.44801074637698,165.40389436464255
2013-09-26,169.32000732421875,170.1699981689453,169.0500030517578,169.69000244140625,142.45957946777344,77146900,64.51870563942951,170.01999882289343,2.594999753511871,173.9466742990148,168.5119987487793,163.07732319854378,165.43474032681843
2013-09-27,168.83999633789062,169.13999938964844,168.47000122070312,168.91000366210938,141.8047332763672,99141800,55.44216716145238,170.1114273071289,2.3868593069223323,173.785217809069,168.7489990234375,163.71278023780602,165.46658692949023
2013-09-30,167.47999572753906,168.5399932861328,167.14999389648438,168.00999450683594,141.04913330078125,143937000,46.23468279301945,170.0499986921038,2.2335258875137924,173.41724842589863,168.96699905395508,164.51674968201152,165.49998082826133
2013-10-01,168.13999938964844,169.5,167.97000122070312,169.33999633789062,142.1657257080078,127160000,49.75451144531074,170.04571315220423,2.129743331517915,173.10882662665335,169.2144989013672,165.32017117608103,165.544011339243
2013-10-02,168.35000610351562,169.33999633789062,167.8300018310547,169.17999267578125,142.0313720703125,113350000,50.9639353991254,170.06214141845703,1.9132688473432609,172.92369599048723,169.38599853515626,165.8483010798253,165.5807985636855
2013-10-03,168.7899932861328,168.94000244140625,166.83999633789062,167.6199951171875,140.72169494628906,176698000,43.47825074867985,169.93999808175224,1.4607680883162857,172.73577684989723,169.46899795532227,166.2022190607473,165.612461293661
2013-10-04,167.75,169.05999755859375,167.52999877929688,168.88999938964844,141.78793334960938,96878000,44.70151505662247,169.83856964111328,0.9225628192608042,172.4718368573821,169.61149826049805,166.751159663614,165.64012746393522
2013-10-07,167.4199981689453,168.4499969482422,167.25,167.42999267578125,140.56224060058594,96295000,37.09218016146138,169.5785685947963,0.3530115958971862,172.49224334116255,169.60149765014648,166.71075195913042,165.65502009799198
2013-10-08,167.39999389648438,167.6199951171875,165.36000061035156,165.47999572753906,138.92520141601562,178015000,23.09883807941489,169.03785378592355,-0.154040214342956,172.85237094245412,169.43199768066407,166.01162441887402,165.65236871022188
2013-10-09,165.8000030517578,166.1999969482422,164.52999877929688,165.60000610351562,139.02587890625,168973000,24.24471954096424,168.52642604282923,-0.5614111484625539,173.06798059436008,169.24199829101562,165.41601598767116,165.6516264497156
2013-10-10,167.2899932861328,169.25999450683594,167.22999572753906,169.1699981689453,142.0229949951172,195955000,44.977319542771475,168.41571153913225,-0.7229495904384464,173.07671016093602,169.25299835205078,165.42928654316555,165.70852936947995
2013-10-11,168.91000366210938,170.32000732421875,168.77000427246094,170.25999450683594,142.93804931640625,105040000,51.04895511905812,168.4392830984933,-0.7866669679299605,173.1496800564168,169.29949798583985,165.4493159152629,165.74764889241257
2013-10-14,169.2100067138672,171.0800018310547,169.0800018310547,170.94000244140625,143.50901794433594,112106000,54.403498171046685,168.53999764578683,-0.8709621918507082,173.2260378436806,169.33099822998048,165.43595861628037,165.79484596481169
2013-10-15,170.50999450683594,171.14999389648438,169.47000122070312,169.6999969482422,142.4679412841797,155485000,51.96897993965691,168.58714076450892,-0.8847444974459222,173.07610204486895,169.26249771118165,165.44889337749436,165.84346511526667
2013-10-16,170.72000122070312,172.16000366210938,170.63999938964844,172.07000732421875,144.4575958251953,161676000,56.43939268834819,168.75714111328125,-0.66948748857547,172.8429357385197,169.2134979248047,165.58406011108968,165.92304207671032
2013-10-17,171.3699951171875,173.32000732421875,171.33999633789062,173.22000122070312,145.42306518554688,129389000,61.43233205650841,169.06499808175224,-0.4930771069648756,172.96504361963892,169.23649826049805,165.50795290135719,165.99692000599532
2013-10-18,173.86000061035156,174.50999450683594,173.50999450683594,174.38999938964844,146.40530395507812,138316000,66.68409081840309,169.52071271623885,-0.2681407439403074,173.76605720357415,169.4199981689453,165.07393913431648,166.08678572999122
2013-10-21,174.4499969482422,174.75,174.00999450683594,174.39999389648438,146.4137420654297,104104000,64.21346166704672,169.88214111328125,0.1018594595102229,174.52655822579467,169.64349822998048,164.7604382341663,166.1532442329212
2013-10-22,174.91000366210938,175.92999267578125,174.42999267578125,175.41000366210938,147.2616729736328,126663000,66.70242045804125,170.32714189801897,0.4490390679775089,175.45820181957293,169.9374984741211,164.41679512866926,166.24241436309714
2013-10-23,174.80999755859375,174.88999938964844,173.9600067138672,174.57000732421875,146.55642700195312,105484000,69.38093479322794,170.82357134137834,0.9094249040652471,176.0880609054645,170.2139991760254,164.3399374465863,166.30868888542443
2013-10-24,174.9199981689453,175.3699951171875,174.50999450683594,175.14999389648438,147.0433807373047,70350000,68.15543071989777,171.27071380615234,1.634489206167359,176.75295945008597,170.48699874877929,164.2210380474726,166.355367934694
2013-10-25,175.50999450683594,176.0,175.1699981689453,175.9499969482422,147.71498107910156,93625000,75.693616801968,171.87928553989954,2.3742960416353753,177.5098322160087,170.83899841308593,164.16816461016316,166.42231332610646
2013-10-28,175.88999938964844,176.47000122070312,175.6999969482422,176.22999572753906,147.95005798339844,84979000,86.04962226575053,172.6471426827567,2.7507063058706365,178.1942316766686,171.2499984741211,164.3057652715736,166.48403489337753
2013-10-29,176.6300048828125,177.24000549316406,176.3800048828125,177.1699981689453,148.7392120361328,87401000,86.77684427203528,173.47357068743025,3.0480781946426987,179.00269300474446,171.64149856567383,164.2803041266032,166.552755515141
2013-10-30,177.3800048828125,177.50999450683594,175.66000366210938,176.2899932861328,148.00039672851562,140002000,77.30057688482196,173.98214176722936,3.233910976312103,179.54210517969122,171.99699859619142,164.45189201269162,166.65203879422742
2013-10-31,176.14999389648438,176.88999938964844,175.52999877929688,175.7899932861328,147.58067321777344,133795000,72.20880866355199,174.37714168003626,3.481795286520935,179.83661677709622,172.40549850463867,164.97438023218112,166.7402215378883
2013-11-01,176.02000427246094,176.61000061035156,175.22000122070312,176.2100067138672,147.9332733154297,142805000,71.61606489044105,174.75357055664062,3.576025840563659,180.19462968326656,172.7714988708496,165.34836805843264,166.8367661207687
2013-11-04,176.69000244140625,176.89999389648438,175.97999572753906,176.8300018310547,148.45376586914062,85677000,80.81244757679505,175.26285661969865,3.572243910569398,180.42716322522799,173.2414993286133,166.0558354319986,166.8975189414691
2013-11-05,176.13999938964844,176.75,175.57000732421875,176.27000427246094,147.9836883544922,85825000,71.51638991856242,175.56285640171595,3.4112183008438706,180.07836890733384,173.78099975585937,167.4836306043849,166.9542509106443
2013-11-06,177.02999877929688,177.5,176.5399932861328,177.1699981689453,148.7392120361328,87348000,70.7676089896943,175.8449990408761,3.3408980736365663,179.51463974471693,174.35949935913087,169.2043589735448,167.01679915743134
2013-11-07,177.5,177.63999938964844,174.75999450683594,174.92999267578125,146.85867309570312,157000000,52.55195270641547,175.88356998988561,3.079743311955383,179.1889840505717,174.64749908447266,170.10601411837362,167.10293623905886
2013-11-08,174.8699951171875,177.30999755859375,174.85000610351562,177.2899932861328,148.83998107910156,136713000,61.17555149336603,176.08999851771765,2.9344858022836604,179.18495781085676,174.9989990234375,170.81304023601825,167.1985895723555
2013-11-11,177.1199951171875,177.52999877929688,176.91000366210938,177.32000732421875,148.8651580810547,62614000,57.99163895826629,176.22642735072546,2.791089180188294,179.15979422283112,175.31799926757813,171.47620431232514,167.24192975157754
2013-11-12,176.94000244140625,177.36000061035156,176.3699951171875,176.9600067138672,148.56292724609375,83990000,60.41846536978232,176.39714159284318,2.5087176591922002,178.5318886874122,175.68099975585938,172.83011082430656,167.29743044635256
2013-11-13,176.08999633789062,178.42999267578125,176.08999633789062,178.3800048828125,149.7550811767578,103844000,63.11942981096993,176.6278566632952,2.191730890518585,178.5454108750311,175.99649963378906,173.447588392547,167.37513683972557
2013-11-14,178.5399932861328,179.4199981689453,178.25,179.27000427246094,150.50222778320312,103435000,63.387099949793765,176.86500004359655,1.8409622388008131,178.89605349293063,176.29899978637695,173.70194607982327,167.4576340486939
2013-11-15,179.55999755859375,180.1199951171875,179.3300018310547,180.0500030517578,151.15707397460938,102818000,64.80620191716267,177.13785770961218,1.7358346596742251,179.51497864919648,176.5819999694824,173.64902128976834,167.54385343013607
2013-11-18,180.35000610351562,180.5,179.02000427246094,179.4199981689453,150.62815856933594,104796000,58.93564416434372,177.29857199532645,1.6860272334172066,179.83805871926003,176.83300018310547,173.8279416469509,167.6261588099981
2013-11-19,179.3300018310547,179.8699951171875,178.72000122070312,179.02999877929688,150.30076599121094,93891000,61.322316759291134,177.4942866734096,1.6098728668995363,180.09333531932907,177.01399993896484,173.93466455860062,167.6965299931743
2013-11-20,179.38999938964844,179.92999267578125,177.97999572753906,178.47000122070312,149.83058166503906,124909000,61.01975232112674,177.68571581159318,1.409231626070465,180.12636317101098,177.20899963378906,174.29163609656715,167.78425398840253
2013-11-21,178.97000122070312,180.0500030517578,178.86000061035156,179.91000366210938,151.03953552246094,92841000,64.03639878902248,177.9500013078962,1.4110265878530583,180.43294371887913,177.4470001220703,174.46105652526148,167.85719922455434
2013-11-22,179.97999572753906,180.8300018310547,179.77000427246094,180.80999755859375,151.79507446289062,81296000,64.78452355985331,178.23428671700614,1.4224369342510386,180.94214386614593,177.69000015258788,174.43785643902984,167.92507262330798
2013-11-25,181.1300048828125,181.1699981689453,180.3699951171875,180.6300048828125,151.6439971923828,79486000,66.66666666666666,178.54571533203125,1.6574377402281186,181.33689408923058,177.91000061035157,174.48310713147256,167.98983315892315
2013-11-26,180.72000122070312,181.22000122070312,180.41000366210938,180.67999267578125,151.68594360351562,86994000,64.34994167222912,178.79642922537667,1.6983992747771595,181.7068215312437,178.08550033569335,174.46417914014302,168.06023560214612
2013-11-27,180.8699951171875,181.24000549316406,180.64999389648438,181.1199951171875,152.05535888671875,58800000,79.67404979957281,179.23857225690568,1.795449868226683,182.0857575380578,178.3270004272461,174.5682433164344,168.10902420500156
2013-11-29,181.32000732421875,181.75,180.8000030517578,181.0,151.9546356201172,55870900,72.64964908456437,179.50357273646765,1.8848085647974244,182.32804742492468,178.58750076293944,174.8469541009542,168.15462143399384
2013-12-02,181.08999633789062,181.42999267578125,180.25,180.52999877929688,151.56005859375,99726000,68.59791998924986,179.73285784040178,1.8570514581142277,182.46405046400628,178.80350036621093,175.14295026841558,168.23226411246534
2013-12-03,179.94000244140625,180.38999938964844,179.1699981689453,179.75,150.9051971435547,116563000,65.4143743287377,179.93214307512557,1.7508971385466907,182.51019429219247,178.9495002746582,175.38880625712392,168.31611126857078
2013-12-04,179.10000610351562,180.47999572753906,178.35000610351562,179.72999572753906,150.88841247558594,123033000,58.82349421261437,180.02857099260603,1.5896144769130558,182.46454369869804,179.12249984741212,175.7804559961262,168.40314573433074
2013-12-05,179.41000366210938,179.74000549316406,178.77000427246094,178.94000244140625,150.22515869140625,106934000,47.81454945987732,180.004999433245,1.481537745549133,182.42669734929464,179.21100006103515,175.99530277277566,168.47251933929815
2013-12-06,180.6699981689453,181.11000061035156,180.14999389648438,180.94000244140625,151.9042205810547,127728000,55.074128010662044,180.06857081821985,1.4618582114195249,182.106020365583,179.5115005493164,176.9169807330498,168.56980084097762
2013-12-09,181.47000122070312,181.6699981689453,181.16000366210938,181.39999389648438,152.2904052734375,70124000,61.511656171765075,180.20999908447266,1.490255013490355,182.22011398714412,179.71700057983398,177.21388717252384,168.6245287390624
