Date,Open,High,Low,Close,Adj Close,Volume,RSI
2020-01-02,323.5400085449219,324.8900146484375,322.5299987792969,324.8699951171875,308.5174560546875,59151200,
2020-01-03,321.1600036621094,323.6400146484375,321.1000061035156,322.4100036621094,306.1813049316406,77709700,
2020-01-06,320.489990234375,323.7300109863281,320.3599853515625,323.6400146484375,307.3493957519531,55653900,
2020-01-07,323.0199890136719,323.5400085449219,322.239990234375,322.7300109863281,306.4851989746094,40496400,
2020-01-08,322.94000244140625,325.7799987792969,322.6700134277344,324.45001220703125,308.1186218261719,68296000,
2020-01-09,326.1600036621094,326.7300109863281,325.5199890136719,326.6499938964844,310.2078552246094,48473300,
2020-01-10,327.2900085449219,327.4599914550781,325.20001220703125,325.7099914550781,309.3151550292969,53029300,
2020-01-13,326.3900146484375,327.9599914550781,325.9200134277344,327.95001220703125,311.4424133300781,47086800,
2020-01-14,327.4700012207031,328.6199951171875,326.8399963378906,327.45001220703125,310.96759033203125,62832800,
2020-01-15,327.3500061035156,329.0199890136719,327.260009765625,328.19000244140625,311.6703796386719,72056600,
2020-01-16,329.70001220703125,330.9200134277344,329.45001220703125,330.9200134277344,314.26300048828125,54050300,
2020-01-17,331.70001220703125,332.17999267578125,330.8500061035156,331.95001220703125,315.2410888671875,95846000,
2020-01-21,330.8999938964844,332.17999267578125,330.82000732421875,331.29998779296875,314.6238098144531,77742400,
2020-01-22,332.239990234375,332.95001220703125,331.1700134277344,331.3399963378906,314.6617431640625,48914900,
2020-01-23,330.6300048828125,332.1700134277344,329.4100036621094,331.7200012207031,315.02264404296875,51963000,69.27402028889435
2020-01-24,332.44000244140625,332.5299987792969,327.3599853515625,328.7699890136719,312.22113037109375,87578400,67.41500737031751
2020-01-27,323.0299987792969,325.1199951171875,322.6600036621094,323.5,307.2164001464844,84062500,49.68606649806768
2020-01-28,325.05999755859375,327.8500061035156,323.6000061035156,326.8900146484375,310.4357604980469,63834000,58.39385314898035
2020-01-29,328.3800048828125,328.6300048828125,326.3999938964844,326.6199951171875,310.17938232421875,53888900,54.6506121808288
2020-01-30,324.3599853515625,327.9100036621094,323.5400085449219,327.67999267578125,311.18597412109375,75491800,52.32085267319924
2020-01-31,327.0,327.1700134277344,320.7300109863281,321.7300109863281,305.5354919433594,113845600,42.683879132764574
2020-02-03,323.3500061035156,326.1600036621094,323.2200012207031,324.1199951171875,307.80517578125,69083000,42.9981499789111
2020-02-04,328.07000732421875,330.010009765625,327.7200012207031,329.05999755859375,312.4965515136719,62573200,52.53221669277793
2020-02-05,332.2699890136719,333.0899963378906,330.6700134277344,332.8599853515625,316.10528564453125,65951100,56.70011191226359
2020-02-06,333.9100036621094,334.19000244140625,332.79998779296875,333.9800109863281,317.1688537597656,50359700,54.602877314751055
2020-02-07,332.82000732421875,333.989990234375,331.6000061035156,332.20001220703125,315.478515625,64139400,50.36775466741367
2020-02-10,331.2300109863281,334.75,331.19000244140625,334.67999267578125,317.8336181640625,42070000,54.718040468583595
2020-02-11,336.1600036621094,337.0199890136719,334.67999267578125,335.260009765625,318.38446044921875,54864500,55.39055516620574
2020-02-12,336.8299865722656,337.6499938964844,336.42999267578125,337.4200134277344,320.435791015625,43992700,57.47248298089572
2020-02-13,335.8599853515625,338.1199951171875,335.55999755859375,337.05999755859375,320.0938720703125,54501900,61.6596403305683
2020-02-14,337.510009765625,337.7300109863281,336.20001220703125,337.6000061035156,320.6067199707031,64582200,72.87473846705304
2020-02-18,336.510009765625,337.6700134277344,335.2099914550781,336.7300109863281,319.7804870605469,57226200,67.38514129198185
2020-02-19,337.7900085449219,339.0799865722656,337.4800109863281,338.3399963378906,321.3094482421875,48814700,69.7705929412104
2020-02-20,337.739990234375,338.6400146484375,333.67999267578125,336.95001220703125,319.9894714355469,74163400,65.46551316829184
2020-02-21,335.4700012207031,335.80999755859375,332.5799865722656,333.4800109863281,316.694091796875,113788200,71.37141537669073
2020-02-24,323.1400146484375,333.55999755859375,321.239990234375,322.4200134277344,306.1907958984375,161088400,47.64936184003423
2020-02-25,323.94000244140625,324.6099853515625,311.69000244140625,312.6499938964844,296.9125671386719,218913200,29.982928331004246
2020-02-26,314.17999267578125,318.1099853515625,310.70001220703125,311.5,295.8204040527344,194773800,22.14401357609411
2020-02-27,305.4599914550781,311.55999755859375,297.510009765625,297.510009765625,282.53466796875,284353500,14.391713233642164
2020-02-28,288.70001220703125,297.8900146484375,285.5400085449219,296.260009765625,281.3475646972656,384975800,14.542218197102159
2020-03-02,298.2099914550781,309.1600036621094,294.4599914550781,309.0899963378906,293.53173828125,238703600,29.03490344934147
2020-03-03,309.5,313.8399963378906,297.57000732421875,300.239990234375,285.127197265625,300139100,24.73302619051603
2020-03-04,306.1199951171875,313.1000061035156,303.3299865722656,312.8599853515625,297.1119689941406,176613400,34.603789828109015
2020-03-05,304.9800109863281,308.4700012207031,300.010009765625,302.4599914550781,287.23541259765625,186366800,30.73495402820329
2020-03-06,293.1499938964844,298.7799987792969,290.2300109863281,297.4599914550781,282.48712158203125,228667200,28.707810056625576
2020-03-09,275.29998779296875,284.19000244140625,273.45001220703125,274.2300109863281,260.42645263671875,309417300,23.20355199479144
2020-03-10,284.6400146484375,288.5199890136719,273.5,288.4200134277344,273.9022216796875,276444100,30.68111386367802
2020-03-11,280.70001220703125,281.94000244140625,270.8800048828125,274.3599853515625,260.54986572265625,255316300,27.941062589109094
2020-03-12,256.0,266.6600036621094,247.67999267578125,248.11000061035156,235.62120056152344,392220700,24.075304751836825
2020-03-13,263.0899963378906,271.4800109863281,248.52000427246094,269.32000732421875,255.76361083984375,329566100,34.8112100080903
2020-03-16,241.17999267578125,256.8999938964844,237.36000061035156,239.85000610351562,227.77696228027344,297240000,31.285347245376272
2020-03-17,245.0399932861328,256.1700134277344,237.07000732421875,252.8000030517578,240.07516479492188,262070500,35.77314474956685
2020-03-18,236.25,248.3699951171875,228.02000427246094,240.0,227.91944885253906,327597100,35.980689904723135
2020-03-19,239.25,247.3800048828125,232.22000122070312,240.50999450683594,228.40377807617188,289322000,36.360517504230195
2020-03-20,242.52999877929688,244.47000122070312,228.5,228.8000030517578,218.56088256835938,347158800,30.248462653425918
2020-03-23,228.19000244140625,229.67999267578125,218.25999450683594,222.9499969482422,212.97267150878906,326025200,30.701623177146047
2020-03-24,234.4199981689453,244.10000610351562,233.8000030517578,243.14999389648438,232.26870727539062,235494500,33.22908243300134
2020-03-25,244.8699951171875,256.3500061035156,239.75,246.7899932861328,235.74578857421875,299430300,36.15656230024869
2020-03-26,249.52000427246094,262.79998779296875,249.0500030517578,261.20001220703125,249.51100158691406,257632800,41.386360377375176
2020-03-27,253.27000427246094,260.80999755859375,251.0500030517578,253.4199981689453,242.0791015625,224341200,44.664921277951265
2020-03-30,255.6999969482422,262.42999267578125,253.52999877929688,261.6499938964844,249.94078063964844,171369500,42.92060766559701
2020-03-31,260.55999755859375,263.3299865722656,256.2200012207031,257.75,246.21533203125,194881100,45.3580054184862
2020-04-01,247.97999572753906,257.6600036621094,243.89999389648438,246.14999389648438,235.1344451904297,189554600,49.403382924854704
2020-04-02,245.19000244140625,252.67999267578125,244.58999633789062,251.8300018310547,240.56027221679688,177660400,44.120217035281314
2020-04-03,250.75999450683594,253.32000732421875,245.22000122070312,248.19000244140625,237.08316040039062,135561200,53.39300027711644
2020-04-06,257.8399963378906,267.0,248.1699981689453,264.8599853515625,253.00714111328125,188061200,54.76227346056702
2020-04-07,274.2099914550781,275.0299987792969,264.8900146484375,265.1300048828125,253.26504516601562,201427200,61.01323471272718
2020-04-08,267.9599914550781,276.0,265.25,274.0299987792969,261.7667541503906,153774500,63.68386556571188
2020-04-09,277.5799865722656,281.20001220703125,275.4700012207031,278.20001220703125,265.75018310546875,189999200,71.48946773611785
2020-04-13,277.1400146484375,277.510009765625,271.4100036621094,275.6600036621094,263.3238525390625,114839100,73.6092371196701
2020-04-14,280.9800109863281,284.8999938964844,275.510009765625,283.7900085449219,271.090087890625,134143400,70.40979847865856
2020-04-15,277.57000732421875,283.94000244140625,275.4599914550781,277.760009765625,265.3298645019531,121775000,65.18881749166604
2020-04-16,279.1499938964844,280.0299987792969,275.760009765625,279.1000061035156,266.6098937988281,131798300,60.069749531403595
2020-04-17,285.3800048828125,287.29998779296875,282.3999938964844,286.6400146484375,273.8125,146684800,68.73872138483104
2020-04-20,282.6099853515625,286.7900085449219,281.3500061035156,281.5899963378906,268.9884338378906,100109300,61.666270883512986
2020-04-21,276.7300109863281,278.0400085449219,272.0199890136719,273.0400085449219,260.82110595703125,126385700,58.48407539338224
2020-04-22,278.3500061035156,281.0,276.9100036621094,279.1000061035156,266.6098937988281,92951600,69.48090189380667
2020-04-23,280.489990234375,283.94000244140625,278.75,279.0799865722656,266.5907897949219,104709700,67.2664856600152
2020-04-24,280.7300109863281,283.70001220703125,278.5,282.9700012207031,270.30670166015625,85063200,71.96814701472715
2020-04-27,285.1199951171875,288.2699890136719,284.6199951171875,287.04998779296875,274.2040710449219,77896600,66.66665138573592
2020-04-28,291.0199890136719,291.3999938964844,285.3999938964844,285.7300109863281,272.9432067871094,105270000,65.2321785670283
2020-04-29,291.5299987792969,294.8800048828125,290.4100036621094,293.2099914550781,280.08843994140625,118745600,64.48639663071248
2020-04-30,291.7099914550781,293.32000732421875,288.5899963378906,290.4800109863281,277.48065185546875,122901700,59.481163306323346
2020-05-01,285.30999755859375,290.6600036621094,281.5199890136719,282.7900085449219,270.134765625,125180000,55.09941898280521
2020-05-04,280.739990234375,283.8999938964844,279.1300048828125,283.57000732421875,270.87982177734375,80873200,49.824167729692945
2020-05-05,286.6400146484375,289.25,283.7099914550781,286.19000244140625,273.3825988769531,79569900,57.1259491927154
2020-05-06,288.0400085449219,288.4599914550781,283.7799987792969,284.25,271.5293884277344,73632600,54.309620524575735
2020-05-07,287.75,289.7799987792969,287.1300048828125,287.67999267578125,274.8059387207031,75250400,50.934560473011885
2020-05-08,291.0899963378906,292.95001220703125,289.8599853515625,292.44000244140625,279.3529357910156,76452400,59.801279920075295
2020-05-11,290.3399963378906,294.0,289.8800048828125,292.5,279.4102478027344,79514200,70.76398870210295
2020-05-12,293.7900085449219,294.239990234375,286.5199890136719,286.6700134277344,273.84112548828125,95870800,58.11710962911575
2020-05-13,286.05999755859375,287.19000244140625,278.9599914550781,281.6000061035156,268.99798583984375,144721100,52.4381026166732
2020-05-14,278.95001220703125,285.1099853515625,272.989990234375,284.9700012207031,272.2171936035156,121977900,51.95465542994307
2020-05-15,282.3699951171875,286.3299865722656,281.3399963378906,286.2799987792969,273.46856689453125,111146300,49.20439115789766
2020-05-18,293.04998779296875,296.75,292.70001220703125,295.0,281.7983703613281,119703800,58.307938461538455
2020-05-19,294.3500061035156,296.2099914550781,291.95001220703125,291.9700012207031,278.9039306640625,95189300,48.79237333472825
2020-05-20,295.82000732421875,297.8699951171875,295.57000732421875,296.92999267578125,283.6419677734375,85861700,56.020146053762694
2020-05-21,296.7900085449219,297.6700134277344,293.69000244140625,294.8800048828125,281.6836853027344,78293900,62.612148845418446
2020-05-22,294.57000732421875,295.6300048828125,293.2200012207031,295.44000244140625,282.2186279296875,63958200,62.43974516426159
2020-05-26,301.92999267578125,302.19000244140625,295.4599914550781,299.0799865722656,285.69573974609375,88951400,63.2259361478673
2020-05-27,302.1199951171875,303.57000732421875,296.8699951171875,303.5299987792969,289.9466247558594,104817400,68.8134406094944
2020-05-28,304.6499938964844,306.8399963378906,302.239990234375,302.9700012207031,289.41168212890625,90405200,65.80527158897834
